Species,Country.of.Origin,Region,Farm.Name,Owner,Company,Certification.Body,unit_of_measurement,Altitude,altitude_high_meters,altitude_low_meters,altitude_mean_meters,Number.of.Bags,Bag.Weight,Harvest.Year,Grading.Date,Expiration,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Category.Two.Defects,Quakers,Color
Arabica,Guatemala,oriente,la esperanza,juan luis alvarado romero,"unex guatemala, s.a.",Asociacion Nacional Del Café,m,1901.64,190164,190164,190164,25,69 kg,2016,"June 22nd, 2017","June 22nd, 2018",Bourbon,Washed / Wet,7.5,7.42,7.25,7.58,7.33,7.42,9.33,9.33,9.33,7.25,79.75,0.1,0,1,4,Green
Arabica,Taiwan,"taiwu township , pingtung county 屏東縣泰武鄉",ka-vulungan coffee estate,"lin, che-hao krude 林哲豪","red on tree co., ltd.",Specialty Coffee Association,m,800-1200,1200,800,1000,28,50 kg,2014,"March 21st, 2015","March 20th, 2016",Typica,Natural / Dry,7.75,7.33,7.17,7.33,7.67,7.83,9.33,9.33,8.67,7.33,79.75,0,0,0,0,NA
Arabica,Taiwan,"baihe dist., tainan city 臺南市白河區",baijiada coffee farm佰加達咖啡莊園,"lin, che-hao krude 林哲豪","red on tree co., ltd.",Specialty Coffee Association,m,500-700m,700,500,600,50,20 kg,2013,"July 28th, 2014","July 28th, 2015",Typica,Washed / Wet,7.08,7.08,7.25,7,7.17,7.17,10,10,10,7,79.75,0.1,0,0,0,Blue-Green
Arabica,Thailand,thailand,NA,doi tung development project,doi tung development project,Specialty Coffee Association,m,800++,800,800,800,1,1 kg,2013,"June 16th, 2014","June 16th, 2015",NA,Washed / Wet,7.25,7.08,6.92,7.5,7.08,6.92,10,10,10,7,79.75,0.12,0,0,0,Green
Arabica,Peru,huanuco,NA,dane loraas,sustainable harvest,Specialty Coffee Association,m,NA,NA,NA,NA,320,5 lbs,2013,"January 23rd, 2014","January 23rd, 2015",NA,Washed / Wet,7,7.08,7,7.25,7.5,7.42,9.33,10,10,7.17,79.75,0.12,1,2,0,Green
Arabica,Costa Rica,brunca,several,the coffee source inc.,the coffee source inc.,Specialty Coffee Association,m,1100,1100,1100,1100,275,2 kg,2013,"September 23rd, 2013","September 23rd, 2014",Catuai,Washed / Wet,7.58,7.5,7.67,7.75,7.67,7.58,8,8,10,8,79.75,0.1,0,4,0,Bluish-Green
Arabica,Mexico,"la concordia, chiapas",union ramal santa cruz,fredy gordillo reyes,union ramal santa cruz spr de ri,AMECAFE,m,1400,1400,1400,1400,310,1 kg,2013,"March 29th, 2013","March 29th, 2014",Typica,Washed / Wet,7.58,7.08,7,7,7.5,6.92,10,10,10,6.67,79.75,0.12,0,4,0,Green
Arabica,Mexico,chiapas,comonyaj noptic s de ss,leonides de la cruz lopez,comon yaj noptic s. de ss,AMECAFE,m,1022,1022,1022,1022,275,1 kg,2013,"March 29th, 2013","March 29th, 2014",Bourbon,Washed / Wet,7.58,7.08,6.92,7.58,7.5,6.92,10,9.33,10,6.83,79.75,0.13,0,4,0,Green
Arabica,Mexico,chiapas,various,calixto guillen vazquez,"finca triunfo verde, s.c.",AMECAFE,m,1300,1300,1300,1300,380,1 kg,2013,"March 29th, 2013","March 29th, 2014",Bourbon,Washed / Wet,7.25,7.08,7,7.17,7.17,7.08,10,10,10,7,79.75,0.12,0,5,0,Green
Arabica,Mexico,zaragoza itundujia,peña negra,israel eduardo paz garcia,cafeorganico.mx,AMECAFE,m,1450,1450,1450,1450,12,1 kg,2012,"September 14th, 2012","September 14th, 2013",Bourbon,Washed / Wet,7.25,7.17,7.17,7.08,7.17,7,10,10,10,6.92,79.75,0.14,0,0,0,None
Arabica,Mexico,pochutla,el vergel,alfredo bojalil,ecomtrading,AMECAFE,m,1050,1050,1050,1050,250,1 kg,2012,"September 4th, 2012","September 4th, 2013",Typica,Washed / Wet,7.33,7.25,7,7.08,7.08,7,10,10,10,7,79.75,0.1,1,22,0,Green
Arabica,Guatemala,antigua,genuine antigua medina,lusso lab,lusso coffee lab,Specialty Coffee Association,m,NA,NA,NA,NA,275,69 kg,2012,"July 23rd, 2012","July 23rd, 2013",Bourbon,Washed / Wet,7.58,7.33,7.5,7.33,7,7.33,9.33,9.33,9.33,7.67,79.75,0,0,4,0,Green
Arabica,Mexico,tuxtla gutierrez,finca monte grande,montegrande,cafe montegrande,AMECAFE,m,1100,1100,1100,1100,36,1 kg,2012,"June 6th, 2012","June 6th, 2013",Typica,Washed / Wet,7.25,6.83,6.92,7.08,7.25,7.08,10,10,10,7.33,79.75,0.12,0,7,0,NA
Arabica,Guatemala,oriente,la esmeralda,juan luis alvarado romero,"unex guatemala, s.a.",Asociacion Nacional Del Café,ft,4000,1219.2,1219.2,1219.2,25,69 kg,2016,"June 22nd, 2017","June 22nd, 2018",Bourbon,Washed / Wet,7.42,7.42,7.25,7.58,7.42,7.33,9.33,9.33,9.33,7.25,79.67,0.1,0,1,2,Green
Arabica,El Salvador,cacahuatique,la montaña,consejo salvadoreño del café,consejo salvadoreño del café,Salvadoran Coffee Council,m,1250,1250,1250,1250,275,69 kg,2016,"March 23rd, 2017","March 23rd, 2018",Bourbon,Washed / Wet,7.25,7.08,7,6.83,7.33,7.17,10,10,10,7,79.67,0,0,12,0,Bluish-Green
Arabica,Thailand,thailand,NA,doi tung development project,doi tung development project,Specialty Coffee Association,m,800++,800,800,800,1,1 kg,2013,"June 16th, 2014","June 16th, 2015",NA,Washed / Wet,6.92,7.17,6.83,7.42,7.17,7.08,10,10,10,7.08,79.67,0.12,0,0,0,Blue-Green
Arabica,Guatemala,oriente,la castellana,juan luis alvarado romero,"unex guatemala, s.a.",Asociacion Nacional Del Café,ft,4300,1310.64,1310.64,1310.64,250,69 kg,2013,"June 27th, 2013","June 27th, 2014",Bourbon,Washed / Wet,7.5,7,6.83,7.08,7.08,7.17,10,10,10,7,79.67,0.11,0,6,0,Green
Arabica,Mexico,"la concordia, chiapas",union ramal santa cruz,fredy gordillo reyes,union ramal santa cruz spr de ri,AMECAFE,m,1400,1400,1400,1400,310,1 kg,2013,"March 29th, 2013","March 29th, 2014",Typica,Washed / Wet,7.42,7.25,6.83,7.58,7.17,6.58,10,10,10,6.83,79.67,0.12,0,6,0,Green
Arabica,Mexico,"tenango de doria, hidalgo",el encinal,saul m. hernandez ramirez,NA,AMECAFE,m,975,975,975,975,10,1 kg,2012,"September 27th, 2012","September 27th, 2013",Caturra,Washed / Wet,7.33,7.17,7,6.75,7.08,7,10,10,10,7.33,79.67,0.13,5,6,0,None
Arabica,Mexico,"coatepec, coatepec",consolapa,alfredo bojalil,ecomtrading,AMECAFE,m,1264,1264,1264,1264,253,1 kg,2012,"June 4th, 2012","June 4th, 2013",Mundo Novo,Washed / Wet,6.92,7.17,7.17,7.17,7.08,7.08,10,10,10,7.08,79.67,0,0,9,0,NA
Arabica,Thailand,NA,doi tung development project,doi tung development project,NA,Specialty Coffee Association,m,NA,NA,NA,NA,5,1 lbs,NA,"April 9th, 2010","April 9th, 2011",Peaberry,NA,7.17,7.17,7,7,7.25,6.92,10,10,10,7.17,79.67,0,1,0,0,NA
Arabica,Mexico,tepetzingo,tepetzingo,obed rendon ponce,cafetera el grande s.a. de c.v.,AMECAFE,m,1250,1250,1250,1250,50,1 kg,2012,"September 17th, 2012","September 17th, 2013",Typica,Washed / Wet,7.08,7,6.92,7.33,7.25,7.08,10,10,10,6.92,79.58,0.12,0,11,0,None
Arabica,Mexico,la concordia,NA,armando luis pohlenz martinez,beneficio custepec s.a. de c.v.,AMECAFE,m,1550,1550,1550,1550,250,1 kg,2012,"August 30th, 2012","August 30th, 2013",Caturra,Washed / Wet,7.25,6.92,6.92,7.33,7.25,7,10,10,10,6.92,79.58,0.13,0,5,0,Green
Arabica,Colombia,huila,NA,exportadora de cafe condor s.a,NA,Almacafé,m,1800 msnm,1800,1800,1800,250,70 kg,4T/10,"February 9th, 2011","February 9th, 2012",NA,NA,7.25,7.17,7,6.75,7.17,7.33,10,10,10,6.92,79.58,0.1,0,4,0,NA
Arabica,Guatemala,"chuva, san marcos",la igualdad,carl walker,NA,Specialty Coffee Association,ft,3500 - 5200 feet,1584.96,1066.8,1325.88,223,69 kg,2009/2010,"January 13th, 2011","January 13th, 2012",NA,NA,7.08,7,6.83,7.33,7.25,7,10,10,10,7.08,79.58,0.17,1,19,0,NA
Arabica,Nicaragua,jinotega,las nubes,cooperativa el gorrion r.l,cooperativa el gorrion r.l,Asociación de Cafés Especiales de Nicaragua,m,1050,1050,1050,1050,275,69 kg,2015,"July 6th, 2015","July 5th, 2016",Caturra,Natural / Dry,6.92,6.92,7,7.42,7.25,7,10,10,10,7,79.5,0.12,0,6,0,Green
Arabica,Taiwan,nantou,su-zhen huang 黃素真,cqi taiwan icp cqi台灣合作夥伴,blossom valley宸嶧國際,Blossom Valley International,m,700m公尺,700,700,700,10,2 kg,2014,"May 23rd, 2015","May 22nd, 2016",Typica,Natural / Dry,6.92,7,7.17,7,7.42,7,10,10,10,7,79.5,0,0,1,0,NA
Arabica,Colombia,cundinamarca,NA,exportadora de cafe condor s.a,exportadora de cafe condor s.a,Almacafé,m,1550 msnm,1550,1550,1550,250,70 kg,2013,"June 21st, 2013","June 21st, 2014",Caturra,Washed / Wet,7.83,7.5,7.42,7.42,7.67,7.5,10,6.67,10,7.5,79.5,0,0,2,0,Green
Arabica,Mexico,la concordia,NA,armando luis pohlenz martinez,beneficio custepec s.a. de c.v.,AMECAFE,m,1550,1550,1550,1550,250,1 kg,2012,"August 1st, 2012","August 1st, 2013",Caturra,Washed / Wet,7.25,7.08,6.92,7.25,7.58,7.08,9.33,10,10,7,79.5,0.12,1,20,0,Green
Arabica,Mexico,"coatepec, coatepec",casa blanca,mario jose fernandez,NA,AMECAFE,m,1100,1100,1100,1100,127,1 kg,2012,"July 11th, 2012","July 11th, 2013",Typica,Washed / Wet,7.25,7.33,7,7.25,7.17,7.17,9.33,10,10,7,79.5,0.12,0,5,0,Bluish-Green
Arabica,Guatemala,oriente,el papaturro,juan luis alvarado romero,"unex guatemala, s.a.",Asociacion Nacional Del Café,ft,4000 p.s.n.m.,1219.2,1219.2,1219.2,250,69 kg,2013,"May 13th, 2014","May 13th, 2015",Bourbon,Washed / Wet,7.08,7.33,7.25,7.58,7.33,7.42,9.33,9.33,9.33,7.42,79.42,0.1,0,2,0,Green
Arabica,Guatemala,oriente,various,juan luis alvarado romero,outspan guatemala s.a.,Asociacion Nacional Del Café,ft,4000 p.s.n.m.,1219.2,1219.2,1219.2,275,69 kg,2014,"March 31st, 2014","March 31st, 2015",Other,Washed / Wet,7.25,7.33,6.83,7,7,7.17,10,10,10,6.83,79.42,0.1,1,4,0,Green
Arabica,Mexico,xicotepec de juarez,cre-leg l-4,adriana torres rico quevedo,cafessisimo compañia s.a. de c.v.,AMECAFE,m,800,800,800,800,10,1 kg,2012,"September 11th, 2012","September 11th, 2013",Typica,Washed / Wet,7,6.83,6.83,7.42,7.33,7.17,10,10,10,6.83,79.42,0.13,0,30,0,Green
Arabica,Cote d?Ivoire,cnra station of divo,cnra station of divo,rre kunene,royal 1750 coffee,Specialty Coffee Association,m,200,200,200,200,2,1 kg,2016,"June 6th, 2017","June 6th, 2018",NA,Washed / Wet,7.42,7.25,6.83,7,7.33,7.08,9.33,10,10,7.08,79.33,0.13,1,2,0,Bluish-Green
Arabica,Colombia,pereira,several,the coffee source inc.,the coffee source inc.,Specialty Coffee Association,m,1200,1200,1200,1200,250,3 lbs,2013,"January 8th, 2014","January 8th, 2015",Caturra,Washed / Wet,7.42,7.25,6.75,7.25,7.42,7.25,9.33,9.33,10,7.33,79.33,0,0,3,0,Green
Arabica,Mexico,zentla,el encanto,eric jesus cordoba arroyo,NA,AMECAFE,m,950,950,950,950,30,1 kg,2012,"September 17th, 2012","September 17th, 2013",Typica,Washed / Wet,7,7,6.83,7.33,7.42,6.92,10,10,10,6.83,79.33,0.14,0,23,0,None
Arabica,Mexico,zentla,la gloria,eric jesus cordoba arroyo,NA,AMECAFE,m,750,750,750,750,50,1 kg,2012,"September 10th, 2012","September 10th, 2013",Typica,Washed / Wet,7.42,7.17,7.08,7.17,7.08,7.08,9.33,10,10,7,79.33,0.14,0,19,0,Green
Arabica,Guatemala,oriente,conquista / morito,juan luis alvarado romero,"unex guatemala, s.a.",Asociacion Nacional Del Café,m,NA,NA,NA,NA,250,1 kg,2012,"January 13th, 2012","January 12th, 2013",Bourbon,Washed / Wet,7.17,6.5,6.33,7.25,7.58,7.33,10,10,10,7.17,79.33,0.11,0,6,0,Green
Arabica,Taiwan,natou county,baishencun coffee farm百勝村咖啡莊園,"lin, che-hao krude 林哲豪","red on tree co., ltd.",Specialty Coffee Association,m,850,850,850,850,50,20 kg,2014,"November 7th, 2014","November 7th, 2015",Typica,Washed / Wet,7.08,6.83,6.83,7.25,7.42,7.08,10,10,10,6.75,79.25,0.11,0,0,0,Blue-Green
Arabica,Mexico,veracruz,el aguacate,marco virgilio ramirez teliz,cafes de naranjal s.a. de c.v,AMECAFE,m,1000,1000,1000,1000,12,1 kg,2012,"September 10th, 2012","September 10th, 2013",Bourbon,Washed / Wet,7,7,6.92,7.17,7.17,7.08,10,10,10,6.92,79.25,0.13,0,10,0,Green
Arabica,Guatemala,santa rosa,las delicias,juan luis alvarado romero,"unex guatemala, s.a.",Asociacion Nacional Del Café,ft,4000,1219.2,1219.2,1219.2,50,69 kg,2017,"August 22nd, 2017","August 22nd, 2018",Bourbon,Washed / Wet,7.33,7.42,7.33,7.42,7.5,7.42,8.67,9.33,9.33,7.42,79.17,0.1,0,0,0,Green
Arabica,Honduras,ocotepeque,la bendicion,janny marlith torres,coffee planet corporation s.a,Instituto Hondureño del Café,m,1650,1650,1650,1650,15,69 kg,2017,"July 27th, 2017","July 27th, 2018",Catuai,Washed / Wet,7.58,7,6.75,6.92,7,6.92,10,10,10,7,79.17,0.11,0,5,0,Green
Arabica,Guatemala,occidente,chapultepec,juan luis alvarado romero,"unex guatemala, s.a.",Asociacion Nacional Del Café,m,1320,1320,1320,1320,250,69 kg,2016,"May 23rd, 2016","May 23rd, 2017",Bourbon,Washed / Wet,7.08,7,6.92,7.42,7,6.92,10,10,10,6.83,79.17,0.11,0,6,8,Green
Arabica,Guatemala,nuevo oriente,el chile,juan luis alvarado romero,mercon guatemala s.a.,Asociacion Nacional Del Café,m,1300 a 1800 metros sobre el nivel del mar,1800,1300,1550,275,69 kg,2015,"June 30th, 2015","June 29th, 2016",Catuai,Washed / Wet,7.25,7.17,6.75,7.25,7,6.92,10,10,10,6.83,79.17,0.11,0,6,0,Green
Arabica,Costa Rica,san rafael,NA,brent hall,s&d coffee and tea,Specialty Coffee Association,m,NA,NA,NA,NA,1,2 kg,2012,"December 10th, 2013","December 10th, 2014",Catuai,Washed / Wet,7.17,7.42,7.5,8,7.25,7.83,10,10,6.67,7.33,79.17,0.1,5,20,0,None
Arabica,Mexico,zaragoza itundujia,la tejeria,israel eduardo paz garcia,cafeorganico.mx,AMECAFE,m,1550,1550,1550,1550,10,1 kg,2012,"September 13th, 2012","September 13th, 2013",Typica,Washed / Wet,7.25,7.08,6.92,7.08,7.17,7.17,9.33,10,10,7.17,79.17,0.14,0,8,0,None
Arabica,Mexico,yajalon,el delirio,julio cesar robles flores,NA,AMECAFE,m,1450,1450,1450,1450,53,1 kg,2012,"August 30th, 2012","August 30th, 2013",Typica,Washed / Wet,7.17,6.92,6.92,7.08,7.17,7,10,10,10,6.92,79.17,0.14,0,34,0,Green
Arabica,Mexico,"pluma hidalogo, oaxaca",various,masamichi hiroike,NA,Specialty Coffee Association,m,1200 m,1200,1200,1200,250,6,08/09 crop,"April 9th, 2010","April 9th, 2011",Typica,NA,6.75,6.75,6.83,7.25,7.58,7.08,10,10,10,6.92,79.17,0.01,0,8,0,NA
Arabica,Guatemala,san marcos,las merceditas,juan luis alvarado romero,"unex guatemala, s.a.",Asociacion Nacional Del Café,m,1700,1700,1700,1700,50,69 kg,2017,"August 23rd, 2017","August 23rd, 2018",Bourbon,Washed / Wet,7.58,7.67,7.42,7.42,7.67,7.67,8.67,8.67,8.67,7.67,79.08,0.1,0,1,0,Green
Arabica,United States (Puerto Rico),yauco region,hacienda caracolillo,german negron,"hacienda alto grande, llc.",Specialty Coffee Association,ft,2800 ft,853.44,853.44,853.44,18,5 lbs,2013,"June 9th, 2014","June 9th, 2015",Other,Washed / Wet,7.42,7.08,6.75,7.33,7.33,6.92,10,9.33,10,6.92,79.08,0.13,0,0,0,Green
Arabica,Mexico,zaragoza itundujia,huanacaxtle,israel eduardo paz garcia,cafeorganico.mx,AMECAFE,m,1500,1500,1500,1500,13,1 kg,2012,"September 13th, 2012","September 13th, 2013",Typica,Washed / Wet,7.33,7,6.92,7.25,7.33,7.08,9.33,10,10,6.83,79.08,0.16,0,2,0,None
Arabica,Mexico,tlacuilotepec,las palmas,juana rodriguez gutierrez,productores e industrializadores de café orgánico la fe s.c. de r.l.,AMECAFE,m,1100,1100,1100,1100,10,1 kg,2012,"September 12th, 2012","September 12th, 2013",Mundo Novo,Washed / Wet,7.25,7.08,6.75,7.33,7.42,7,9.33,10,10,6.92,79.08,0.11,0,45,0,Green
Arabica,Mexico,talpa de allende,el desmoronado,balbino ramirez flores,NA,AMECAFE,m,1200,1200,1200,1200,10,1 kg,2012,"July 3rd, 2012","July 3rd, 2013",Typica,Washed / Wet,7.17,7.25,7.25,7.17,7.25,7.08,9.33,9.33,10,7.25,79.08,0.1,0,0,0,Bluish-Green
Arabica,NA,NA,NA,racafe & cia s.c.a,NA,Almacafé,m,NA,NA,NA,NA,149,70 kg,NA,"March 1st, 2011","February 29th, 2012",NA,NA,6.75,6.75,6.42,6.83,7.58,7.5,10,10,10,7.25,79.08,0.1,0,3,0,NA
Arabica,Guatemala,oriente,various,juan luis alvarado romero,outspan guatemala s.a.,Asociacion Nacional Del Café,ft,4000,1219.2,1219.2,1219.2,250,69 kg,2014,"September 11th, 2014","September 11th, 2015",Other,Washed / Wet,7.33,7.17,6.58,7.42,7.08,6.83,10,10,10,6.58,79,0.12,0,3,0,Green
Arabica,Honduras,intibuca,various,cafes finos de exportacion s de r.l.,cafes finos de exportacion s de r.l.,Instituto Hondureño del Café,m,1350,1350,1350,1350,275,2 kg,2014,"April 26th, 2014","April 26th, 2015",Pacas,Washed / Wet,7,7,7,7,7,7,10,10,10,7,79,0.11,0,12,0,Green
Arabica,Peru,san ignacio,NA,sustainable harvest coffee,sustainable harvest,Specialty Coffee Association,m,1400,1400,1400,1400,280,69 kg,2012,"January 8th, 2013","January 8th, 2014",Typica,Washed / Wet,7.67,7.17,7.08,7.25,8,7.5,8.67,9.33,9.33,7,79,0,0,4,0,NA
Arabica,Mexico,"iliatenco, guerrero",NA,gonzalo de aquino flores,café monteabuelo s.a. de c.v.,AMECAFE,m,1300,1300,1300,1300,14,1 kg,2012,"September 17th, 2012","September 17th, 2013",Mundo Novo,Natural / Dry,6.75,7.08,6.67,7.25,7.17,7.08,10,10,10,7,79,0.12,0,12,0,None
Arabica,Mexico,zaragoza itundujia,el sauce,israel eduardo paz garcia,cafeorganico.mx,AMECAFE,m,1550,1550,1550,1550,16,1 kg,2012,"September 12th, 2012","September 12th, 2013",Typica,Semi-washed / Semi-pulped,7.5,7.17,6.92,7.5,7.25,7,8.67,10,10,7,79,0.14,3,17,0,Green
Arabica,Mexico,amatenango de la frontera,pico del oro,juan avenamar rodriguez funez,café pico de loro,AMECAFE,m,12oo,12,12,12,120,1 kg,2012,"August 30th, 2012","August 30th, 2013",Typica,Washed / Wet,7.17,6.83,6.83,7.25,7.17,6.92,10,10,10,6.83,79,0.14,7,38,0,Green
Arabica,Mexico,"la concordia, chiapas",santa teresa,alfredo bojalil,ecomtrading,AMECAFE,m,1300,1300,1300,1300,250,1 kg,2013,"March 12th, 2013","March 12th, 2014",Typica,Washed / Wet,7.33,7,6.75,7.08,7.17,7.25,9.33,10,10,7,78.92,0.12,0,8,0,Green
Arabica,Mexico,zaragoza itundujia,la pandora,israel eduardo paz garcia,cafeorganico.mx,AMECAFE,m,1400,1400,1400,1400,14,1 kg,2012,"September 17th, 2012","September 17th, 2013",Typica,Washed / Wet,7.5,7,6.92,7.08,6.92,6.75,10,10,10,6.75,78.92,0.16,0,0,0,None
Arabica,Nicaragua,jalapa,finca las marías,"exportadora atlantic, s.a.",exportadora atlantic s.a,Instituto Hondureño del Café,m,1100,1100,1100,1100,1,1 kg,2016,"May 22nd, 2017","May 22nd, 2018",Caturra,Other,7.17,7,6.92,7,7,7,10,10,10,6.75,78.83,0.1,0,4,2,Green
Arabica,United States (Hawaii),kona,NA,eileen koyanagi,kona pacific farmers cooperative,Specialty Coffee Association,ft,NA,NA,NA,NA,11,2 lbs,2013,"January 17th, 2014","January 17th, 2015",NA,Natural / Dry,7.5,6.92,6.92,7.25,7.58,7.42,9.33,9.33,9.33,7.17,78.75,0.12,5,8,0,Green
Arabica,Guatemala,oriente,la castellana,juan luis alvarado romero,"unex guatemala, s.a.",Asociacion Nacional Del Café,ft,4300,1310.64,1310.64,1310.64,250,69 kg,2013,"July 5th, 2013","July 5th, 2014",Bourbon,Washed / Wet,7.33,7.08,6.33,7.25,7,7,10,10,10,6.75,78.75,0.12,1,8,0,Green
Arabica,Mexico,veracruz,"la patrona, el trebol, la cadena",octavio augusto diaz trejo,empagri s.p.r. de r.l. de c.v.,AMECAFE,m,1320,1320,1320,1320,20,1 kg,2012,"August 1st, 2012","August 1st, 2013",Typica,Washed / Wet,7.25,6.83,6.83,7,7.17,7,10,10,10,6.67,78.75,0.14,0,0,0,Green
Arabica,Mexico,veracruz,el tesoro,damaso martinez perez,NA,AMECAFE,m,1250,1250,1250,1250,35,1 kg,2012,"July 16th, 2012","July 16th, 2013",Typica,Semi-washed / Semi-pulped,7.25,7.33,7.17,7.25,7.08,7,8.67,10,10,7,78.75,0.14,0,0,0,None
Arabica,Mexico,"ohuapan, tlaltetela",los encinos,"productores de especialidad emiliano zapeata, spr.",NA,AMECAFE,m,1350,1350,1350,1350,10,1 kg,2012,"June 6th, 2012","June 6th, 2013",Bourbon,Washed / Wet,7.67,7.17,6.83,7.33,7.58,7.17,9.33,10,8.67,7,78.75,0.12,0,0,0,NA
Arabica,China,yunnan,alicia's farm,adam ciruli ye,yunnan louis herbs r& d center,Specialty Coffee Association,m,1850,1850,1850,1850,1,2 kg,2013,"April 26th, 2014","April 26th, 2015",Typica,Washed / Wet,7,6.92,6.83,7.17,7.17,7.17,10,10,9.33,7.08,78.67,0,0,5,0,Green
Arabica,Mexico,yecuatla,los pinos,juan garcia hernandez,NA,AMECAFE,m,1150,1150,1150,1150,20,1 kg,2012,"September 17th, 2012","September 17th, 2013",Caturra,Washed / Wet,6.92,6.92,6.67,7.25,7.17,6.92,10,10,10,6.83,78.67,0.13,0,2,0,None
Arabica,Nicaragua,nueva segovia,los saltarines,"exportadora atlantic, s.a.",exportadora atlantic s.a,Instituto Hondureño del Café,m,NA,NA,NA,NA,275,69 kg,2016,"February 17th, 2016","February 16th, 2017",NA,NA,7.08,7,6.75,6.83,7.08,6.92,10,10,10,6.92,78.58,0.1,1,7,5,Green
Arabica,Nicaragua,NA,NA,"exportadora atlantic, s.a.",exportadora atlantic s.a,Asociación de Cafés Especiales de Nicaragua,m,NA,NA,NA,NA,275,2 kg,2014,"March 28th, 2015","March 27th, 2016",NA,Natural / Dry,6.83,7.08,6.92,6.75,7.25,7.08,10,10,10,6.67,78.58,0.11,1,1,0,Green
Arabica,Guatemala,oriente,various,juan luis alvarado romero,outspan guatemala s.a.,Asociacion Nacional Del Café,ft,4000 psnm,1219.2,1219.2,1219.2,250,69 kg,2014,"September 4th, 2014","September 4th, 2015",Other,Washed / Wet,7.33,7.17,6.92,7.58,7.25,7.17,8.67,9.33,10,7.17,78.58,0.12,0,3,0,Green
Arabica,Taiwan,"dongshan dist., tainan city 臺南市東山區",kan tou mountain coffee 崁頭山咖啡館,"lin, che-hao krude 林哲豪","red on tree co., ltd.",Specialty Coffee Association,m,800m,800,800,800,50,20 kg,2013,"July 22nd, 2014","July 22nd, 2015",Typica,Washed / Wet,6.83,6.75,7.17,7.25,7,6.92,10,10,10,6.67,78.58,0.1,0,0,0,Green
Arabica,Mexico,tapachula,grapos el porvenir,alfredo bojalil,ecomtrading,AMECAFE,m,1400,1400,1400,1400,250,1 kg,2012,"July 26th, 2012","July 26th, 2013",Typica,Washed / Wet,7,7,6.75,7.33,6.92,6.92,10,10,10,6.67,78.58,0.13,0,1,0,Green
Arabica,Mexico,cofradia de suchitlan,cofradia,organizaciones de productores de cafe colimense,organizaciones de productores de cafe colimense sa de cv,AMECAFE,m,1300,1300,1300,1300,50,1 kg,2012,"July 2nd, 2012","July 2nd, 2013",Typica,Washed / Wet,7.92,7.58,7.58,7.92,7.92,7.5,8,6.67,10,7.5,78.58,0.1,0,1,0,NA
Arabica,United States (Hawaii),kona,kona farms,kona pacific farmers cooperative,NA,Specialty Coffee Association,ft,NA,NA,NA,NA,8,100 lbs,NA,"June 21st, 2011","June 20th, 2012",NA,NA,7.92,6.83,7.08,7.42,6.75,7.33,8.67,9.33,10,7.25,78.58,0,0,0,0,NA
Arabica,Mexico,"sierra, chiapas",various,kurt kappeli,unión de ejidos san fernando,Specialty Coffee Association,m,1600 meters,1600,1600,1600,280,69 kg,2014,"April 26th, 2014","April 26th, 2015",Bourbon,Washed / Wet,7.25,6.75,6.92,6.92,7.25,7.58,9.33,9.33,10,7.17,78.5,0,0,0,0,Green
Arabica,Mexico,villa talea de castro,finca sego,rosario miguel hernandez,villa talea café,AMECAFE,m,1400,1400,1400,1400,10,1 kg,2012,"September 14th, 2012","September 14th, 2013",Typica,Washed / Wet,7.08,6.83,6.83,7,7,6.92,10,10,10,6.83,78.5,0.12,0,14,0,None
Arabica,Mexico,los angeles,cerca de los angeles,francisco ruiz nunez,NA,AMECAFE,m,1200,1200,1200,1200,20,1 kg,2012,"July 26th, 2012","July 26th, 2013",Caturra,Washed / Wet,7.25,7.17,7,6.83,7.58,7.08,8.67,10,10,6.92,78.5,0.13,1,3,0,Green
Arabica,Brazil,monte carmelo,santa maria,bourbon specialty coffees,bourbon specialty coffees,Brazil Specialty Coffee Association,m,NA,NA,NA,NA,300,60 kg,2014/2015,"December 16th, 2014","December 16th, 2015",Catuai,Natural / Dry,6.83,7,6.92,7.08,6.92,6.83,10,10,10,6.83,78.42,0.12,3,4,0,Green
Arabica,Mexico,zaragoza itundujia,el naranjo,israel eduardo paz garcia,cafeorganico.mx,AMECAFE,m,1500,1500,1500,1500,10,1 kg,2012,"September 14th, 2012","September 14th, 2013",Typica,Washed / Wet,7.58,7.17,7,7.17,7.33,7,8,10,10,7.17,78.42,0.14,0,0,0,None
Arabica,United States (Hawaii),kona,NA,eileen koyanagi,kona pacific farmers cooperative,Specialty Coffee Association,ft,NA,NA,NA,NA,5,100 lbs,2014,"March 19th, 2014","March 19th, 2015",Hawaiian Kona,Natural / Dry,7.5,7.75,7.58,7.83,7.92,7.92,7.33,8,8.67,7.83,78.33,0.1,0,0,0,Bluish-Green
